"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"204271_s_at"	4.38000693357285e-37	7.12977809031521e-40	-17.9784676002041	80.1358320700738	-2.91879387176044	"EDNRB"	"endothelin receptor type B"
"228504_at"	4.48856975320736e-37	7.38859218634957e-40	-17.9723983848553	80.1004952327944	-3.81168415214945	"SCN7A"	"sodium voltage-gated channel alpha subunit 7"
"205200_at"	4.75931989969656e-37	7.92131890027227e-40	-17.960550331699	80.0314996849463	-3.59385615837143	"EXOSC7///CLEC3B"	"exosome component 7///C-type lectin domain family 3 member B"
"238061_at"	4.76532389246473e-37	8.05737764283011e-40	-17.9576525053122	80.0146220585986	-1.43812118518681	"LGI3"	"leucine rich repeat LGI family member 3"
"213317_at"	4.76532389246473e-37	8.10562637401409e-40	-17.9566366657094	80.0087053337806	-4.38248916230989	"CLIC5"	"chloride intracellular channel 5"
"227780_s_at"	4.89660836796217e-37	8.41849449635929e-40	-17.9501931481426	79.9711724381412	-1.99236354600879	"ECSCR"	"endothelial cell surface expressed chemotaxis and apoptosis regulator"
"220244_at"	5.34137343992492e-37	9.28085005565372e-40	-17.9336048056621	79.8745243368229	-2.75331345353846	"LINC00312"	"long intergenic non-protein coding RNA 312"
"236262_at"	6.71549293088771e-37	1.17912633080059e-39	-17.8929052101267	79.6372603108209	-2.34311367715824	"MMRN2"	"multimerin 2"
"214135_at"	6.83401636610083e-37	1.2124363740499e-39	-17.8881713683199	79.609651061091	-4.56863890366373	"CLDN18"	"claudin 18"
"224061_at"	7.7469585843684e-37	1.38857236628825e-39	-17.8651280129558	79.4752173901692	-3.22951644178901	"INMT"	"indolethylamine N-methyltransferase"
"219091_s_at"	8.83559470412862e-37	1.59986076947185e-39	-17.8410770860221	79.3348391476548	-1.9865124722022	"MMRN2"	"multimerin 2"
"204719_at"	9.08741966624273e-37	1.66307386271698e-39	-17.8344990268832	79.2964331290382	-3.78737308026593	"ABCA8"	"ATP binding cassette subfamily A member 8"
"238018_at"	9.08741966624273e-37	1.67870029499866e-39	-17.8329115912846	79.2871641223383	-2.80672170562857	"FAM150B"	"family with sequence similarity 150 member B"
"219597_s_at"	9.93006426751977e-37	1.85252227761686e-39	-17.8161905415225	79.1895123093026	-2.86998347910769	"DUOX1"	"dual oxidase 1"
"213715_s_at"	1.34958516586323e-36	2.54242838745153e-39	-17.7625024966834	78.8757504203242	-2.02430176558461	"KANK3"	"KN motif and ankyrin repeat domains 3"
"217398_x_at"	1.41662394096201e-36	2.69462990141836e-39	17.7526482815037	78.8181242238567	1.22426927298461	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"206167_s_at"	1.4914365638831e-36	2.86421287988524e-39	-17.7423060093619	78.7576317709308	-2.6541598993978	"ARHGAP6"	"Rho GTPase activating protein 6"
"239849_at"	1.53447307360651e-36	2.97492722089236e-39	-17.7358803165849	78.7200413118998	-2.78923941307912	""	""
"217628_at"	1.74126884681855e-36	3.40769577703859e-39	-17.7128758115207	78.5854250407574	-2.04806769845934	"CLIC5"	"chloride intracellular channel 5"
"213103_at"	1.86222380926625e-36	3.67846678373581e-39	-17.6999296352627	78.5096404170472	-1.84192386923077	"STARD13"	"StAR related lipid transfer domain containing 13"
"243917_at"	1.92591531906429e-36	3.83950196210347e-39	-17.6926762431687	78.4671718439964	-0.962862448107692	"CLIC5"	"chloride intracellular channel 5"
"228339_at"	2.31320599538188e-36	4.65391238211261e-39	-17.6601236487661	78.2765014943034	-1.98797734693846	"ECSCR"	"endothelial cell surface expressed chemotaxis and apoptosis regulator"
"227417_at"	3.57463688520106e-36	7.25715032935194e-39	-17.5850191469479	77.8361246400385	-2.20807123433846	"MARC2"	"mitochondrial amidoxime reducing component 2"
"219230_at"	3.94046148882839e-36	8.07191013715189e-39	-17.5670479139052	77.7306535863679	-4.38997400922197	"TMEM100"	"transmembrane protein 100"
"206283_s_at"	4.39574045991564e-36	9.1228049107961e-39	-17.5463845700586	77.6093370008048	-1.94108747308352	"TAL1"	"TAL bHLH transcription factor 1, erythroid differentiation factor"
"238062_at"	4.39574045991564e-36	9.16532990270477e-39	-17.5455995480343	77.6047270908977	-2.41861306528132	"GPIHBP1"	"glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1"
"226950_at"	4.61830384684412e-36	9.71385354160172e-39	-17.5357889169215	77.5471098490699	-2.27875509973846	"ACVRL1"	"activin A receptor like type 1"
"203980_at"	4.75137177744525e-36	1.00806424542048e-38	-17.5295340535393	77.5103696572085	-4.27057238822637	"FABP4"	"fatty acid binding protein 4"
"220351_at"	5.62036247500352e-36	1.20271131152339e-38	-17.4997504470849	77.3353634876104	-2.28049450181758	"ACKR4"	"atypical chemokine receptor 4"
"226627_at"	5.62654029587885e-36	1.21432419737303e-38	-17.4981298333426	77.3258379763921	-1.9422295818989	"SEPT8"	"septin 8"
"220327_at"	5.69212227580844e-36	1.23888898184034e-38	-17.4947523694275	77.3059852302147	-2.55946357408571	"VGLL3"	"vestigial like family member 3"
"222304_x_at"	7.21507210223207e-36	1.58355491955711e-38	-17.4533751790611	77.0626642817219	-1.64889498014945	"OR7E47P"	"olfactory receptor family 7 subfamily E member 47 pseudogene"
"228548_at"	8.67532573955305e-36	1.91991662457415e-38	-17.4209291947459	76.8717274172879	-1.90419328954066	"RAP1A"	"RAP1A, member of RAS oncogene family"
"219452_at"	1.19941795078062e-35	2.6763418380473e-38	-17.3650200582513	76.5424352204396	-1.99103691820439	"DPEP2"	"dipeptidase 2"
"226694_at"	1.30586890576407e-35	2.9377572091263e-38	-17.3493443083296	76.4500451026369	-1.87883799943736	"PALM2-AKAP2///AKAP2"	"PALM2-AKAP2 readthrough///A-kinase anchoring protein 2"
"228766_at"	2.68091820558455e-35	6.08018029250085e-38	-17.2271521490407	75.7289180563702	-3.55177184745274	"CD36"	"CD36 molecule"
"221747_at"	3.08926948624388e-35	7.062801751815e-38	-17.2020205418041	75.5803944681892	-2.2304233450967	"TNS1"	"tensin 1"
"227419_x_at"	3.37107635347246e-35	7.76873562940156e-38	-17.1860448721129	75.4859443370621	-2.40803887203297	"PLAC9"	"placenta specific 9"
"203228_at"	3.47471250035001e-35	8.07112002824785e-38	17.1796427372029	75.4480861522805	1.85092538392527	"PAFAH1B3"	"platelet activating factor acetylhydrolase 1b catalytic subunit 3"
"229172_at"	3.51255908779069e-35	8.22327504777701e-38	-17.1765117112896	75.4295695815249	-1.82839086175604	"HSPA12B"	"heat shock protein family A (Hsp70) member 12B"
"201540_at"	3.92035076956893e-35	9.2496616236743e-38	-17.1567974460005	75.3129563869611	-3.01315996841538	"FHL1"	"four and a half LIM domains 1"
"AFFX-HUMGAPDH/M33197_M_at"	4.02035436599751e-35	9.55914161096802e-38	17.1512824426459	75.2803264909645	1.36359081329011	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"215350_at"	4.25415107216605e-35	1.01928448185414e-37	-17.1405278264811	75.2166863639578	-2.47463974741319	"SYNE1"	"spectrin repeat containing nuclear envelope protein 1"
"1556325_at"	4.48895046315509e-35	1.08375210084403e-37	-17.1302543278204	75.1558812668397	-2.53930270083516	"FILIP1"	"filamin A interacting protein 1"
"238297_at"	4.54643854988804e-35	1.10594664313692e-37	-17.1268587779576	75.1357816742811	-2.52044871585934	""	""
"204641_at"	4.71056802875752e-35	1.15448763759215e-37	17.1196647003202	75.0931928899039	2.99027820231868	"NEK2"	"NIMA related kinase 2"
"234996_at"	5.7329662781746e-35	1.41554722917891e-37	-17.0855352273931	74.8910692283083	-2.31118746059341	"CALCRL"	"calcitonin receptor like receptor"
"224861_at"	5.91312574876196e-35	1.47084609388501e-37	-17.0791219106158	74.8530735461854	-1.54700084705275	"GNAQ"	"G protein subunit alpha q"
"201291_s_at"	5.96602574145932e-35	1.49632065929681e-37	17.0762484329456	74.8360481635609	4.09782715193187	"TOP2A"	"topoisomerase (DNA) II alpha"
"212071_s_at"	5.96602574145932e-35	1.50582817068383e-37	-17.0751885620839	74.8297681890109	-1.41994297206593	"SPTBN1"	"spectrin beta, non-erythrocytic 1"
"204677_at"	5.99238350367116e-35	1.5234408907367e-37	-17.0732427606038	74.8182385531765	-2.60747564990769	"CDH5"	"cadherin 5"
"37512_at"	6.28640212090864e-35	1.60968687138036e-37	-17.0640291106881	74.7636384099748	-3.46135202885274	"HSD17B6"	"hydroxysteroid 17-beta dehydrogenase 6"
"225765_at"	6.59390357719569e-35	1.70048542182824e-37	17.0548494570655	74.709230442232	1.66899135587472	"TNPO1"	"transportin 1"
"203865_s_at"	7.03485167656311e-35	1.82706710209778e-37	-17.0428409277466	74.6380416977607	-2.37509205093626	"ADARB1"	"adenosine deaminase, RNA specific B1"
"230469_at"	7.48794447052067e-35	1.9584381514119e-37	-17.0312300859258	74.5691954640442	-3.02115399207472	"RTKN2"	"rhotekin 2"
"229369_at"	8.03076136154249e-35	2.11509764254617e-37	-17.0183648676178	74.4928941685564	-1.13126864585714	"VSIG2"	"V-set and immunoglobulin domain containing 2"
"229844_at"	9.06997857317577e-35	2.40538983650752e-37	-16.9968701498958	74.3653724342755	-1.60491244694505	"FOXP1"	"forkhead box P1"
"210299_s_at"	9.27981650310308e-35	2.47801227151907e-37	-16.9919000995502	74.335879420448	-3.52692374603956	"FHL1"	"four and a half LIM domains 1"
"227826_s_at"	9.52160886240388e-35	2.55999360360927e-37	-16.986462157595	74.3036067776034	-2.78835420494066	"SORBS2"	"sorbin and SH3 domain containing 2"
"32625_at"	1.13853035889883e-34	3.08189287822637e-37	-16.9554734074358	74.1196357731696	-1.8483268935956	"NPR1"	"natriuretic peptide receptor 1"
"1555497_a_at"	1.15952058438874e-34	3.15991892224824e-37	-16.9512988214471	74.0948445013892	-3.51560901126593	"CYP4B1"	"cytochrome P450 family 4 subfamily B member 1"
"227480_at"	1.16167837910184e-34	3.19412066891953e-37	-16.9495014357164	74.0841699301331	-3.60947970278241	"SUSD2"	"sushi domain containing 2"
"239262_at"	1.16167837910184e-34	3.20829328293329e-37	-16.9487622802096	74.079780025808	-2.35473528974286	""	""
"205700_at"	1.25913959182901e-34	3.50048866864215e-37	-16.9342119042506	73.9933520748443	-3.31556609716923	"HSD17B6"	"hydroxysteroid 17-beta dehydrogenase 6"
"213247_at"	1.2789595953561e-34	3.57898158371254e-37	-16.9305106699477	73.9713633999736	-1.85446794847253	"SVEP1"	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"235666_at"	1.31886306192116e-34	3.7147674720779e-37	-16.9242960473734	73.9344395841954	-2.87919720315604	"ITGA8"	"integrin subunit alpha 8"
"219689_at"	1.74288840641164e-34	4.94097307716148e-37	-16.8767139966395	73.6515949719614	-2.47654063088571	"SEMA3G"	"semaphorin 3G"
"231773_at"	1.85875050311719e-34	5.30343079078705e-37	-16.8649114199202	73.5813983865007	-1.89081011599121	"ANGPTL1"	"angiopoietin like 1"
"221272_s_at"	1.86705022972083e-34	5.36125991890573e-37	-16.8631035163173	73.5706444364323	-1.62851954365714	"C1orf21"	"chromosome 1 open reading frame 21"
"218355_at"	1.8904120245408e-34	5.46291906497386e-37	16.8599722647818	73.5520179845006	2.8525348236945	"KIF4A"	"kinesin family member 4A"
"228042_at"	1.89447141051188e-34	5.50929957515116e-37	-16.8585630410683	73.5436347814897	-1.29118490427692	"ADPRH"	"ADP-ribosylarginine hydrolase"
"235228_at"	1.97413289034264e-34	5.77706927215039e-37	-16.8506528081752	73.4965743448353	-2.0987309607978	"CCDC85A"	"coiled-coil domain containing 85A"
"230250_at"	1.97951054444268e-34	5.84670051756991e-37	-16.8486560522036	73.4846939573157	-3.10400044985494	"PTPRB"	"protein tyrosine phosphatase, receptor type B"
"202674_s_at"	1.97951054444268e-34	5.86521642797831e-37	-16.8481291009755	73.4815586078853	-2.16300433694505	"LMO7"	"LIM domain 7"
"217871_s_at"	2.02107854290609e-34	6.0253461818691e-37	16.8436403070901	73.4548491613086	1.51609307441758	"MIF"	"macrophage migration inhibitory factor (glycosylation-inhibiting factor)"
"218723_s_at"	2.11376090048996e-34	6.34031618985556e-37	-16.8351498730556	73.4043230285757	-2.52840036947472	"RGCC"	"regulator of cell cycle"
"204642_at"	2.15085738379217e-34	6.49092763284331e-37	-16.8312383501496	73.3810431513872	-2.02988080581978	"S1PR1"	"sphingosine-1-phosphate receptor 1"
"208634_s_at"	2.23403592766506e-34	6.78280684028167e-37	-16.8239105463119	73.3374264631613	-1.35774602023077	"MACF1"	"microtubule-actin crosslinking factor 1"
"228967_at"	2.23504819357898e-34	6.8267590000492e-37	-16.822834578777	73.3310215840806	-1.68215860603077	"EIF1"	"eukaryotic translation initiation factor 1"
"226985_at"	2.2912563602182e-34	7.04034876116429e-37	-16.8177028120194	73.3004721635189	-1.91558171193187	"FGD5"	"FYVE, RhoGEF and PH domain containing 5"
"236583_at"	2.6184108583045e-34	8.09348760957403e-37	-16.7944877902511	73.1622378072937	-1.84980456581538	"GIMAP1"	"GTPase, IMAP family member 1"
"241560_at"	3.20063597262671e-34	9.95168020752703e-37	-16.7600858507446	72.9572847036331	-3.2698631245934	""	""
"217781_s_at"	3.43361562539309e-34	1.07388801452623e-36	-16.7474193961851	72.8817911929362	-1.18980413956264	"ZNF106"	"zinc finger protein 106"
"235183_at"	3.91915024431485e-34	1.23291054782287e-36	-16.7244507026235	72.7448516198328	-2.78194356785275	"FILIP1"	"filamin A interacting protein 1"
"205384_at"	4.04057343407023e-34	1.28335014078569e-36	-16.7177832452714	72.7050896786344	-1.95957508324395	"FXYD1"	"FXYD domain containing ion transport regulator 1"
"206481_s_at"	4.04057343407023e-34	1.28588893923771e-36	-16.7174546331225	72.7031298505392	-2.50303934058681	"LDB2"	"LIM domain binding 2"
