"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"205200_at"	1.57405295019077e-37	7.5802873925319e-41	-23.7573174501215	82.5613078242005	-4.41587579710146	"EXOSC7///CLEC3B"	"exosome component 7///C-type lectin domain family 3 member B"
"215454_x_at"	1.57405295019077e-37	7.98813974848298e-41	-23.7414967648731	82.5096720929093	-5.20912226086957	"SFTPC"	"surfactant protein C"
"213317_at"	1.57405295019077e-37	8.06099361780367e-41	-23.7387567768884	82.5007266247584	-5.51251531400967	"CLIC5"	"chloride intracellular channel 5"
"213451_x_at"	2.20786056221733e-37	1.17106458718432e-40	-23.6262455661628	82.1327212120987	-3.33743922222223	"TNXB///TNXA"	"tenascin XB///tenascin XA (pseudogene)"
"224061_at"	4.17370505837353e-37	2.29009879746147e-40	-23.4251591879209	81.4716760419429	-4.09363298550725	"INMT"	"indolethylamine N-methyltransferase"
"218542_at"	6.58485082716328e-37	3.73352310273547e-40	23.2793950851628	80.989812083723	3.47721331884057	"CEP55"	"centrosomal protein 55"
"202095_s_at"	7.07172914405952e-37	4.13891783465761e-40	23.2487356616653	80.8881701452753	3.9759665700483	"BIRC5"	"baculoviral IAP repeat containing 5"
"232122_s_at"	7.76100846862836e-37	4.68428494677158e-40	-23.211958565201	80.7661141825871	-4.00702948792271	"VEPH1"	"ventricular zone expressed PH domain containing 1"
"238018_at"	1.38255223185815e-36	8.59748987346632e-40	-23.0321314824513	80.1672111759593	-3.72446329951691	"FAM150B"	"family with sequence similarity 150 member B"
"207828_s_at"	1.49388798067756e-36	9.56306892066112e-40	23.0007142405585	80.0622202563927	3.51231969082125	"CENPF"	"centromere protein F"
"203362_s_at"	2.25134124811656e-36	1.48236460781337e-39	22.8716576016161	79.6298138962703	3.58221128985506	"MAD2L1"	"MAD2 mitotic arrest deficient-like 1 (yeast)"
"216333_x_at"	2.36637320118556e-36	1.60138652846576e-39	-22.848970962463	79.55361501521	-3.19966698550725	"TNXB///TNXA"	"tenascin XB///tenascin XA (pseudogene)"
"221133_s_at"	4.14032261009748e-36	2.87759047432473e-39	-22.6773261549224	78.9752826159031	-5.42020494685991	"CLDN18"	"claudin 18"
"227874_at"	4.23221800801244e-36	3.08307651261126e-39	-22.6571855652667	78.9072104885062	-3.74994549758454	"EMCN"	"endomucin"
"203662_s_at"	4.23221800801244e-36	3.09627289109278e-39	-22.6559388094773	78.9029951810341	-1.82087755555556	"TMOD1"	"tropomodulin 1"
"206069_s_at"	4.41848083934153e-36	3.31335554481944e-39	-22.6361652119047	78.83611741993	-2.97874120289855	"ACADL"	"acyl-CoA dehydrogenase, long chain"
"209074_s_at"	4.57165617139471e-36	3.51183464469278e-39	-22.6191983101041	78.7786981622304	-4.94780093236715	"FAM107A"	"family with sequence similarity 107 member A"
"206093_x_at"	5.13856296583928e-36	4.04130237825494e-39	-22.5782802160092	78.6400932590237	-3.18079434299517	"TNXB///TNXA"	"tenascin XB///tenascin XA (pseudogene)"
"219719_at"	5.78883599600226e-36	4.65859686921078e-39	-22.5369140884137	78.4997833266386	-2.72055066666667	"HIGD1B"	"HIG1 hypoxia inducible domain family member 1B"
"202338_at"	6.10024324071091e-36	5.02077632980322e-39	22.5151474999995	78.4258773943431	2.65992057487922	"TK1"	"thymidine kinase 1"
"243818_at"	6.4423491398241e-36	5.42017485929417e-39	-22.4929096505955	78.3503173413213	-3.45581121256039	"SFTA1P"	"surfactant associated 1, pseudogene"
"204719_at"	8.14568215193613e-36	7.00223248543207e-39	-22.4186172015765	78.0974890474425	-4.25150757487923	"ABCA8"	"ATP binding cassette subfamily A member 8"
"209408_at"	8.51967135437524e-36	7.47954686803862e-39	22.399515435803	78.0323841097949	3.29494740579709	"KIF2C"	"kinesin family member 2C"
"32625_at"	1.11564371619002e-35	9.99845305776149e-39	-22.3155709159966	77.7457941841305	-2.19021037198068	"NPR1"	"natriuretic peptide receptor 1"
"213900_at"	1.29017902262465e-35	1.17986193198413e-38	-22.2677901557643	77.5823187232098	-3.22453422222222	"FAM189A2"	"family with sequence similarity 189 member A2"
"209642_at"	1.55640478592928e-35	1.45179047247175e-38	22.2080315419093	77.377504299763	3.22588291304347	"BUB1"	"BUB1 mitotic checkpoint serine/threonine kinase"
"226627_at"	2.37320729336801e-35	2.25709701426862e-38	-22.0812531226145	76.9416658559959	-2.3671833236715	"SEPT8"	"septin 8"
"223229_at"	2.50427127488154e-35	2.52066736314094e-38	22.0496012201918	76.8325717177924	3.2750785990338	"UBE2T"	"ubiquitin conjugating enzyme E2 T"
"202954_at"	2.50427127488154e-35	2.54864871127448e-38	22.0464391267659	76.8216667883762	3.67689996135264	"UBE2C"	"ubiquitin conjugating enzyme E2 C"
"204273_at"	2.50427127488154e-35	2.55701018419323e-38	-22.0455010149172	76.8184313597288	-3.78138781159421	"EDNRB"	"endothelin receptor type B"
"238222_at"	2.50427127488154e-35	2.56496006206431e-38	-22.0446119476594	76.8153649882643	-4.99450235265701	"GKN2"	"gastrokine 2"
"219452_at"	4.0929056404956e-35	4.26695238240968e-38	-21.8991767261676	76.312562954926	-2.61051914492755	"DPEP2"	"dipeptidase 2"
"203214_x_at"	4.40580695187214e-35	4.67374125667277e-38	21.8732257209483	76.2225932730001	3.37364073429951	"CDK1"	"cyclin dependent kinase 1"
"202705_at"	6.72602873330327e-35	7.25808313241688e-38	21.7480826814578	75.7876617949742	3.7962692463768	"CCNB2"	"cyclin B2"
"229308_at"	6.81846425292337e-35	7.48253964655514e-38	-21.7394415319979	75.7575639947313	-3.49570253623189	"ANKRD29"	"ankyrin repeat domain 29"
"210559_s_at"	7.01885813632285e-35	7.8308248068714e-38	21.7265378284481	75.7126035540175	3.4321934057971	"CDK1"	"cyclin dependent kinase 1"
"201890_at"	8.31107147972016e-35	9.42453464549886e-38	21.6740504064123	75.5295257279334	3.9716385700483	"RRM2"	"ribonucleotide reductase regulatory subunit M2"
"AFFX-HUMGAPDH/M33197_M_at"	9.68759172114962e-35	1.11626571272506e-37	21.6261690727264	75.3622397592904	1.376144057971	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"203764_at"	1.01913248458606e-34	1.19294886170111e-37	21.6073936480091	75.2965713497214	3.78432942028985	"DLGAP5"	"DLG associated protein 5"
"207547_s_at"	1.02695827821675e-34	1.22544873797254e-37	-21.5998009676253	75.2700039424966	-3.30380053623189	"FAM107A"	"family with sequence similarity 107 member A"
"217871_s_at"	1.02695827821675e-34	1.23967528783366e-37	21.5965410491181	75.2585951967016	1.63939449275361	"MIF"	"macrophage migration inhibitory factor (glycosylation-inhibiting factor)"
"204641_at"	1.6280599380009e-34	1.99506201821783e-37	21.4624427208427	74.7882344496369	3.33541553140096	"NEK2"	"NIMA related kinase 2"
"227780_s_at"	1.69837193734405e-34	2.11228700026329e-37	-21.4463896000417	74.7317883059509	-2.54306881642513	"ECSCR"	"endothelial cell surface expressed chemotaxis and apoptosis regulator"
"213453_x_at"	1.79351132160772e-34	2.26341620833896e-37	21.4269711524589	74.6634692959912	1.28665700483091	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"206651_s_at"	2.09544862655834e-34	2.68278745055481e-37	-21.3792562484687	74.4954115122785	-4.87827639130435	"CPB2"	"carboxypeptidase B2"
"206167_s_at"	2.78051509621997e-34	3.61072833711235e-37	-21.2960425971904	74.2016934038006	-2.79912089855073	"ARHGAP6"	"Rho GTPase activating protein 6"
"236936_at"	3.24583927919063e-34	4.27435625243211e-37	-21.2488745781568	74.0348490313431	-3.00972779710145	""	""
"212581_x_at"	3.87699848471496e-34	5.17642230240863e-37	21.1954293790247	73.8454887541222	1.15557154589371	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"235670_at"	8.98778816489568e-34	1.21645418235442e-36	-20.9580394098249	73.0003752094138	-3.08436628019324	"STX11"	"syntaxin 11"
"235155_at"	9.68759863333277e-34	1.32888870141739e-36	-20.9335785502591	72.9129192907239	-1.22953548792271	"BDH2"	"3-hydroxybutyrate dehydrogenase, type 2"
"214135_at"	1.79060552042371e-33	2.48899898586561e-36	-20.7604804391418	72.2920231871849	-6.00493516908213	"CLDN18"	"claudin 18"
"204962_s_at"	2.10628477258195e-33	2.96632697739022e-36	20.7122551089721	72.1184112075053	3.48395267632849	"SLC35F6///CENPA"	"solute carrier family 35 member F6///centromere protein A"
"218009_s_at"	2.261666282119e-33	3.22651979890777e-36	20.6891696219409	72.0352056791003	3.43717117874395	"PRC1"	"protein regulator of cytokinesis 1"
"1552619_a_at"	2.27829010613744e-33	3.29190522880399e-36	20.6836636344423	72.0153514821472	3.23687099033815	"ANLN"	"anillin actin binding protein"
"206030_at"	2.58564827310533e-33	3.78329879923962e-36	-20.6455067195032	71.877661641071	-2.16257299033817	"ASPA"	"aspartoacylase"
"227779_at"	2.73389658997954e-33	4.05021717034007e-36	-20.6268264474122	71.8101906099647	-2.28600933333334	"ECSCR"	"endothelial cell surface expressed chemotaxis and apoptosis regulator"
"221132_at"	2.7403769858936e-33	4.10993896375446e-36	-20.622817043152	71.7957036957969	-4.60673505797102	"CLDN18"	"claudin 18"
"204271_s_at"	3.31651779408471e-33	5.03467721827217e-36	-20.5672816820141	71.5948450204759	-3.06254772946861	"EDNRB"	"endothelin receptor type B"
"205384_at"	3.41420560154543e-33	5.24541875683248e-36	-20.5560722050419	71.5542584286531	-2.73495909178744	"FXYD1"	"FXYD domain containing ion transport regulator 1"
"217398_x_at"	4.21691850337884e-33	6.55579465545865e-36	20.4951829739656	71.3335330106038	1.19813753623187	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"213715_s_at"	5.09633251938768e-33	8.01617918001537e-36	-20.4403689101649	71.1344520775628	-2.5515763236715	"KANK3"	"KN motif and ankyrin repeat domains 3"
"218355_at"	5.13820642481822e-33	8.22492348954676e-36	20.4333691747273	71.1090036789233	3.01490393236714	"KIF4A"	"kinesin family member 4A"
"1554768_a_at"	5.13820642481822e-33	8.26999845238232e-36	20.4318812310043	71.1035933218923	3.35219953140096	"MAD2L1"	"MAD2 mitotic arrest deficient-like 1 (yeast)"
"230132_at"	5.21501169667257e-33	8.48899937821415e-36	-20.424766411561	71.0777192540333	-2.23918790338165	"PCAT19"	"prostate cancer associated transcript 19 (non-protein coding)"
"225915_at"	7.14112328891378e-33	1.17757106735623e-35	-20.335814581994	70.7537217568576	-2.82840688405797	"CAB39L"	"calcium binding protein 39 like"
"209773_s_at"	7.14112328891378e-33	1.18855458489466e-35	20.3332948154949	70.7445299703459	4.02355828019323	"RRM2"	"ribonucleotide reductase regulatory subunit M2"
"209613_s_at"	9.35075214709578e-33	1.57342331510345e-35	-20.2572549915055	70.4667878648381	-6.18216894202899	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"
"218755_at"	1.05880554182849e-32	1.8009861068139e-35	20.2207036299408	70.3330334981176	2.85921528019322	"KIF20A"	"kinesin family member 20A"
"226856_at"	1.16339316425641e-32	2.00016383063744e-35	-20.1923493806857	70.2291644903127	-2.66701636714976	"TMEM110-MUSTN1///MUSTN1///TMEM110"	"TMEM110-MUSTN1 readthrough///musculoskeletal, embryonic nuclear protein 1///transmembrane protein 110"
"AFFX-HUMGAPDH/M33197_3_at"	1.35389787346907e-32	2.35245172344878e-35	20.1485470748157	70.0685147453442	1.10545338164249	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"240890_at"	1.42644798630559e-32	2.50460003082464e-35	-20.1316419715389	70.0064515209584	-2.19095569082126	"LOC643733"	"caspase 4, apoptosis-related cysteine peptidase pseudogene"
"228273_at"	1.53914055244991e-32	2.73061972725452e-35	20.1083510628084	69.9208877412008	3.00219878260869	"PRR11"	"proline rich 11"
"203418_at"	1.92417886983029e-32	3.44891685858926e-35	20.0454832460714	69.6896028914004	3.24816814492753	"CCNA2"	"cyclin A2"
"210299_s_at"	2.19828539207846e-32	3.98043445479228e-35	-20.0069598172818	69.5476423413985	-3.81228548792271	"FHL1"	"four and a half LIM domains 1"
"202107_s_at"	2.23667755976674e-32	4.0908597343699e-35	19.9996104053736	69.5205389990646	2.97608345893719	"MCM2"	"minichromosome maintenance complex component 2"
"228504_at"	2.30434228059903e-32	4.25676397513492e-35	-19.9889363849321	69.48116341695	-4.01261086956522	"SCN7A"	"sodium voltage-gated channel alpha subunit 7"
"235568_at"	2.38937693304709e-32	4.4575481878519e-35	-19.976565776599	69.4355119685143	-4.43020255555556	"MCEMP1"	"mast cell expressed membrane protein 1"
"227419_x_at"	2.75236231425617e-32	5.18506297884564e-35	-19.936021732373	69.2857614186004	-3.15704975845411	"PLAC9"	"placenta specific 9"
"218726_at"	3.1424152265273e-32	6.00215380941616e-35	19.8968270015901	69.1408046868283	2.60833799033816	"HJURP"	"Holliday junction recognition protein"
"228568_at"	3.1424152265273e-32	6.03481662158877e-35	-19.8953743440537	69.135428626459	-2.73638671014493	"MYZAP"	"myocardial zonula adherens protein"
"206364_at"	3.15468179633184e-32	6.11607261840283e-35	19.8917946573898	69.122179664906	2.59823844444444	"KIF14"	"kinesin family member 14"
"227178_at"	3.31279700057213e-32	6.48320583559612e-35	-19.8761969694326	69.0644320592412	-2.22943690338165	"CELF2"	"CUGBP, Elav-like family member 2"
"209612_s_at"	4.4695280464472e-32	8.82869737569817e-35	-19.7937032488434	68.7585210485604	-6.01214106763286	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"
"203755_at"	5.41985760639984e-32	1.08050201938287e-34	19.7398545775724	68.5583862988168	3.59512669565216	"BUB1B"	"BUB1 mitotic checkpoint serine/threonine kinase B"
"206209_s_at"	6.83556387451632e-32	1.37583450475813e-34	-19.6755617236375	68.3189700712106	-4.17554270531402	"CA4"	"carbonic anhydrase 4"
"206702_at"	6.83556387451632e-32	1.38774136272759e-34	-19.6732713635276	68.3104318021961	-3.02377345410629	"TEK"	"TEK receptor tyrosine kinase"
"227848_at"	7.62226327221579e-32	1.56139640875751e-34	-19.6419501184236	68.1936043244971	-4.61219556038648	"PEBP4"	"phosphatidylethanolamine binding protein 4"
"224428_s_at"	7.8080692557394e-32	1.61373905056891e-34	19.6331962314318	68.1609310301678	3.53589424154589	"CDCA7"	"cell division cycle associated 7"
"201540_at"	9.23456602636403e-32	1.92545135254778e-34	-19.5863513326007	67.9859257590445	-3.37317041062803	"FHL1"	"four and a half LIM domains 1"
"206068_s_at"	1.16061589148815e-31	2.44116739864906e-34	-19.5235125751798	67.7507464267796	-3.16658754589373	"ACADL"	"acyl-CoA dehydrogenase, long chain"
"209614_at"	2.06906630171976e-31	4.38978858709635e-34	-19.3686681195604	67.1691514976688	-2.64796706763285	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"
"222738_at"	3.83193843112154e-31	8.20003285672098e-34	-19.2046136972747	66.5497289382814	-2.46777276811595	"WWC2///CLDN22"	"WW and C2 domain containing 2///claudin 22"
"206701_x_at"	4.36826224396719e-31	9.42761673137867e-34	-19.1681031981767	66.4114213937753	-3.06789731400967	"EDNRB"	"endothelin receptor type B"
"201013_s_at"	4.92326588862987e-31	1.07154758252758e-33	19.1346289438489	66.2844699517274	2.0194028937198	"PAICS"	"phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"220170_at"	5.32170356529883e-31	1.16800078250729e-33	-19.1121168642027	66.1990142270437	-2.52782634782609	"FHL5"	"four and a half LIM domains 5"
"225803_at"	5.32866023607791e-31	1.17927368736246e-33	19.10960905868	66.1894907046972	2.72847202415458	"FBXO32"	"F-box protein 32"
"208609_s_at"	5.71720035119351e-31	1.27571731659005e-33	-19.0890923669836	66.1115480703586	-2.12120250241546	"TNXB///TNXA"	"tenascin XB///tenascin XA (pseudogene)"
"212975_at"	6.04036876127747e-31	1.3686049899706e-33	-19.070760138067	66.0418597988084	-2.05550063285025	"DENND3"	"DENN domain containing 3"
"222885_at"	6.04036876127747e-31	1.37539192335135e-33	-19.06947025983	66.0369548682319	-3.12900879710146	"EMCN"	"endomucin"
"231947_at"	6.04036876127747e-31	1.3809713674617e-33	-19.0684146661209	66.0329406808177	-2.33796329951691	"MYCT1"	"myc target 1"
"204026_s_at"	6.53290355117439e-31	1.50552509821303e-33	19.0459067604543	65.9473150595481	2.91468451207728	"ZWINT"	"ZW10 interacting kinetochore protein"
"206102_at"	7.82650002797514e-31	1.81795245277155e-33	18.9968128577751	65.7603303803441	3.48130383574878	"GINS1"	"GINS complex subunit 1"
"228339_at"	8.30583380067809e-31	1.9444841819603e-33	-18.9793134621856	65.6936073887375	-2.35441908695653	"ECSCR"	"endothelial cell surface expressed chemotaxis and apoptosis regulator"
"228766_at"	9.0081568499337e-31	2.12538131438765e-33	-18.9561934808571	65.6053951112833	-4.17327280193237	"CD36"	"CD36 molecule"
"229127_at"	1.1140581643431e-30	2.6488808662936e-33	-18.8990380896392	65.3870366559075	-2.93584300483092	"JAM2"	"junctional adhesion molecule 2"
"231991_at"	1.23050285026613e-30	2.94825557173961e-33	-18.8712807716057	65.2808440400224	-2.49998434299517	"CCM2L"	"CCM2 like scaffolding protein"
"222717_at"	1.23057149078774e-30	2.97092705594845e-33	-18.8692959134658	65.2732467655994	-3.56469391304348	"SDPR"	"serum deprivation response"
"227452_at"	1.28431514405458e-30	3.12416852600382e-33	18.8562674490563	65.2233665472929	3.14120830434782	"LINC00673///LINC00511"	"long intergenic non-protein coding RNA 673///long intergenic non-protein coding RNA 511"
"204072_s_at"	1.29987689669567e-30	3.1857979726972e-33	-18.851208543378	65.2039925015993	-2.95594542995169	"FRY"	"FRY microtubule binding protein"
"1555758_a_at"	1.37726164126504e-30	3.40064602781492e-33	18.8343132729251	65.1392655727103	3.31072947826086	"CDKN3"	"cyclin dependent kinase inhibitor 3"
"212021_s_at"	1.43067278182978e-30	3.55869224195428e-33	18.8225582227527	65.0942100485802	2.52786456521738	"MKI67"	"marker of proliferation Ki-67"
"219436_s_at"	1.81583761532234e-30	4.54997262549905e-33	-18.7590483804699	64.8504852655955	-3.29076566666668	"EMCN"	"endomucin"
"219787_s_at"	1.84265818553013e-30	4.65087937088538e-33	18.7533853298798	64.8287281840832	3.08857056521738	"ECT2"	"epithelial cell transforming 2"
"202503_s_at"	2.01834029577493e-30	5.13121721285259e-33	18.7280228375689	64.7312376198115	3.75631853140095	"KIAA0101"	"KIAA0101"
"230250_at"	2.47537764642338e-30	6.33841555554228e-33	-18.6735700963084	64.5216539549511	-3.53772995652175	"PTPRB"	"protein tyrosine phosphatase, receptor type B"
"209714_s_at"	2.48624308288353e-30	6.41171055668179e-33	18.6706097027159	64.5102489669645	3.03737847342995	"CDKN3"	"cyclin dependent kinase inhibitor 3"
"227417_at"	2.56218464424753e-30	6.65441645145222e-33	-18.6610447647505	64.4733922646624	-2.51513328019325	"MARC2"	"mitochondrial amidoxime reducing component 2"
"204822_at"	2.58344934793014e-30	6.75689541388221e-33	18.6571112757586	64.4582319540745	3.45560851207729	"TTK"	"TTK protein kinase"
"228434_at"	2.62446965095342e-30	6.9162814657583e-33	-18.651111454005	64.4351039031605	-3.52106437681161	"BTNL9"	"butyrophilin like 9"
"204767_s_at"	2.62446965095342e-30	6.9601847167489e-33	18.6494832656379	64.42882679676	2.01189972463767	"FEN1"	"flap structure-specific endonuclease 1"
"228665_at"	2.65297249123684e-30	7.08429782753688e-33	-18.6449358337356	64.411293447208	-2.53959478743962	"CYYR1"	"cysteine and tyrosine rich 1"
"209709_s_at"	2.81762103050224e-30	7.57549687213222e-33	18.6276939169506	64.3447908020297	2.54172203381642	"HMMR"	"hyaluronan mediated motility receptor"
"223311_s_at"	3.09445189027596e-30	8.37638554660892e-33	18.6018639997699	64.2450937949649	1.43077300966183	"MTA3"	"metastasis associated 1 family member 3"
"214096_s_at"	3.17960323967701e-30	8.66503672083904e-33	18.5931609916889	64.2114834043243	1.74558269565217	"SHMT2"	"serine hydroxymethyltransferase 2"
"212022_s_at"	3.35626630353987e-30	9.2078636585456e-33	18.5775585200092	64.1512038479304	2.71902053140096	"MKI67"	"marker of proliferation Ki-67"
"204811_s_at"	3.50813821474984e-30	9.6886853301733e-33	-18.5644940463498	64.1007061065359	-3.38568627536232	"CACNA2D2"	"calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"AFFX-HUMGAPDH/M33197_5_at"	3.61312071524206e-30	1.00447068809656e-32	18.555235026153	64.0649044242998	1.62532898550723	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"201014_s_at"	3.73640305687239e-30	1.04557781015359e-32	18.5449472779788	64.0251122763934	2.46434464734298	"PAICS"	"phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"201577_at"	4.47658408112704e-30	1.26089428165261e-32	18.4969623804532	63.8393339959621	1.96862541062801	"NME1"	"NME/NM23 nucleoside diphosphate kinase 1"
"219230_at"	4.78164778281051e-30	1.35556544368656e-32	-18.4784293716058	63.7675036616546	-5.07285718357488	"TMEM100"	"transmembrane protein 100"
"213011_s_at"	4.98755137189795e-30	1.42305992504084e-32	18.4659967170292	63.7192927532859	1.2609949758454	"TPI1"	"triosephosphate isomerase 1"
"223062_s_at"	5.41755999782351e-30	1.55565966101196e-32	18.4432143578071	63.630897342007	4.33329196618357	"PSAT1"	"phosphoserine aminotransferase 1"
"203213_at"	6.1022762147177e-30	1.76343784531394e-32	18.4111833417781	63.506506007333	2.74282949275361	"CDK1"	"cyclin dependent kinase 1"
"228967_at"	6.64034153410937e-30	1.93107325820465e-32	-18.3880013413406	63.4163984085834	-1.87801086473431	"EIF1"	"eukaryotic translation initiation factor 1"
"218326_s_at"	7.06125796877653e-30	2.06639465021352e-32	18.3707225330259	63.3491919794213	2.44083814975845	"LGR4"	"leucine rich repeat containing G protein-coupled receptor 4"
"204444_at"	7.72493124842961e-30	2.27473970004054e-32	18.3462322571858	63.2538714503373	3.02292596618357	"KIF11"	"kinesin family member 11"
"232761_at"	7.88403408536392e-30	2.33601009936709e-32	-18.3394594246788	63.2274969404555	-1.87632651690822	"COX4I2"	"cytochrome c oxidase subunit 4I2"
"205046_at"	8.53499597547955e-30	2.54449811431763e-32	18.3176848164377	63.1426636206525	2.33218507729468	"CENPE"	"centromere protein E"
"221521_s_at"	8.79581914956235e-30	2.63834355835067e-32	18.3084644071745	63.1067229946717	2.71458457971014	"GINS2"	"GINS complex subunit 2"
"241782_at"	8.94795743536682e-30	2.70034380765528e-32	-18.3025524369308	63.0836727921668	-2.17172385024155	"NEBL"	"nebulette"
"208079_s_at"	1.01232358683707e-29	3.07353846209333e-32	18.2696247699782	62.9552097380715	2.9368463816425	"AURKA"	"aurora kinase A"
"230360_at"	1.1386060445819e-29	3.47777246356063e-32	-18.2382266557068	62.832585655587	-3.17749285507247	"GLDN"	"gliomedin"
"228480_at"	1.15503049483757e-29	3.54906489497415e-32	-18.2330732428653	62.8124472283076	-2.20897284541063	"VAPA"	"VAMP associated protein A"
"225855_at"	1.27481209230144e-29	3.94043426792763e-32	-18.2065205129841	62.7086313170207	-2.07386005797102	"EPB41L5"	"erythrocyte membrane protein band 4.1 like 5"
"223307_at"	1.28786574684769e-29	4.00433794173036e-32	18.2024389799859	62.6926653749854	2.63290271497584	"CDCA3"	"cell division cycle associated 3"
"207165_at"	1.37855212305851e-29	4.31152104331058e-32	18.1836933034916	62.6193097100297	2.65877039613526	"HMMR"	"hyaluronan mediated motility receptor"
"204162_at"	1.50324641883648e-29	4.72900565230682e-32	18.1602682665946	62.5275798458934	2.91118412560386	"NDC80"	"NDC80, kinetochore complex component"
"208103_s_at"	1.66947813379384e-29	5.28248225233349e-32	18.1322387232425	62.4177273581263	1.99545663768115	"ANP32E"	"acidic nuclear phosphoprotein 32 family member E"
